Date,Open,High,Low,Close,Adj Close,Volume
2021-10-06,131.99000549316406,132.86000061035156,127.31500244140625,127.98999786376953,55.09525680541992,86316930
2021-10-07,129.5,130.67999267578125,128.35499572753906,128.9199981689453,55.49558639526367,46033670
2021-10-08,130.1999969482422,134.40499877929688,129.63499450683594,130.11500549316406,56.0099983215332,107220150
2021-10-11,130.5,132.73500061035156,129.8000030517578,131.32000732421875,56.52871322631836,63496580
2021-10-12,131.32000732421875,133.5,130.5,132.91000366210938,57.21315002441406,60970190
2021-10-13,132.5500030517578,137.65499877929688,131.80499267578125,135.42999267578125,58.297916412353516,132857180
2021-10-14,137.39999389648438,139.05999755859375,135.39999389648438,137.5050048828125,59.19113540649414,82273710
2021-10-18,141.8000030517578,142.47500610351562,139.11000061035156,141.10499572753906,60.74081039428711,109232300
2021-10-19,142.10000610351562,142.65499877929688,135.7550048828125,136.69000244140625,58.840309143066406,87569240
2021-10-20,137.1999969482422,137.60000610351562,132.6649932861328,134.3300018310547,57.82440948486328,69757740
2021-10-21,135.6699981689453,135.78500366210938,128.97000122070312,131.47000122070312,56.59327697753906,83575730
2021-10-22,132.0,132.46499633789062,127.0999984741211,129.625,55.799068450927734,80712890
2021-10-25,130.1999969482422,131.60000610351562,126.7249984741211,129.3300018310547,55.672080993652344,64185010
2021-10-26,130.3000030517578,135.10000610351562,130.14500427246094,134.36500549316406,57.8394775390625,77228750
2021-10-27,134.60000610351562,135.1699981689453,132.125,132.61500549316406,57.086158752441406,72418040
2021-10-28,131.49000549316406,131.59500122070312,129.11000061035156,129.9600067138672,55.94327926635742,93076820
2021-10-29,129.02499389648438,133.3699951171875,129.0,131.59500122070312,56.6470832824707,79147600
2021-11-01,134.0,137.2899932861328,133.0,136.49000549316406,58.75421142578125,96875330
2021-11-02,137.0,137.0,131.0800018310547,131.36500549316406,56.54808044433594,72161370
2021-11-03,132.47999572753906,133.1999969482422,131.1999969482422,132.60499572753906,57.081851959228516,57302440
2021-11-04,133.10000610351562,133.5,132.41000366210938,132.58999633789062,57.07539749145508,6744340
2021-11-08,134.08999633789062,134.76499938964844,130.61000061035156,134.3249969482422,57.8222541809082,54936670
2021-11-09,134.28500366210938,136.02999877929688,132.88499450683594,133.59500122070312,57.50801467895508,47565160
2021-11-10,132.8000030517578,132.89999389648438,128.7100067138672,129.85499572753906,55.898075103759766,118804170
2021-11-11,130.49000549316406,132.4499969482422,128.8350067138672,129.9600067138672,55.94327926635742,136638600
2021-11-12,134.0,134.0,127.11000061035156,128.72500610351562,55.411651611328125,232395580
2021-11-15,129.5,129.89999389648438,124.1500015258789,124.54499816894531,53.6123046875,121082150
2021-11-16,124.54499816894531,126.1050033569336,122.37000274658203,122.87999725341797,52.89557647705078,123148800
2021-11-17,122.5,123.73999786376953,121.51000213623047,122.00499725341797,52.5189208984375,87802040
2021-11-18,122.36000061035156,122.83000183105469,118.19999694824219,118.66000366210938,51.079017639160156,101083510
2021-11-22,118.80999755859375,119.68000030517578,114.5999984741211,116.50499725341797,50.15135955810547,96210010
2021-11-23,116.80500030517578,120.9000015258789,116.51499938964844,119.20500183105469,51.31361770629883,93829630
2021-11-24,120.04000091552734,120.29499816894531,117.11499786376953,117.8499984741211,50.73033905029297,67671010
2021-11-25,118.0,118.66000366210938,116.5999984741211,117.36499786376953,50.52156448364258,47502860
2021-11-26,115.79000091552734,115.94999694824219,110.625,111.2300033569336,47.88065719604492,106455260
2021-11-29,111.2300033569336,113.69999694824219,107.50499725341797,111.4749984741211,47.98611831665039,93929910
2021-11-30,111.09500122070312,112.79000091552734,106.30000305175781,107.12000274658203,46.111446380615234,133559840
2021-12-01,109.19999694824219,109.69999694824219,106.6500015258789,108.25499725341797,46.60002517700195,93791140
2021-12-02,108.30000305175781,111.5999984741211,107.4000015258789,111.23999786376953,47.88496398925781,91286810
2021-12-03,111.5,113.41999816894531,110.2249984741211,111.80000305175781,48.12602233886719,100737840
2021-12-06,111.4000015258789,114.0999984741211,110.22000122070312,110.87999725341797,47.7299919128418,82159400
2021-12-07,112.11000061035156,115.55500030517578,112.0999984741211,114.87999725341797,49.45185470581055,85053900
2021-12-08,115.9000015258789,117.69999694824219,114.9000015258789,117.30000305175781,50.49358367919922,74485010
2021-12-09,118.19999694824219,118.19999694824219,115.9000015258789,117.68499755859375,50.65930938720703,52123940
2021-12-10,117.34500122070312,118.88999938964844,116.76000213623047,118.0,50.79490661621094,48121300
2021-12-13,118.80000305175781,119.9000015258789,116.16500091552734,116.52999877929688,50.1621208190918,53537780
